feature,target,score_ind,score_rd,score_full,varExp_ofFull,varExp_ofRd,feat_idx,feat_gene,feat_source,Class
MAP4K4 (9448) [CERES],PDCD10,0.17981,0.47732,0.08363999999999999,2.14981,0.37671,8,MAP4K4,CERES,13
MAP4K4 (9448) [CERES],RHOA,0.02223,0.47989,0.10524,0.21123000000000006,0.04632,5,MAP4K4,CERES,13
MAP4K4 (9448) [CERES],TAOK1,0.47483,0.58692,0.16321,2.90932,0.80902,1,MAP4K4,CERES,13
AQP3 (ENSG00000165272) [RNA-seq],CDC42,0.06027,0.34581,0.13463,0.44767,0.17429,6,AQP3,RNA-seq,13
PARD6B (84612) [CERES],CDC42,0.0757,0.34581,0.13463,0.56228,0.21891,7,PARD6B,CERES,13
PARD6B (84612) [CERES],CTNNA1,0.17725,0.42774,0.05172,3.42711,0.41439,9,PARD6B,CERES,13
PARD6B (ENSG00000124171) [RNA-seq],PARD6B,0.24183,0.7378,0.13117,1.84364,0.32777,3,PARD6B,RNA-seq,13
GRK2 (ENSG00000173020) [RNA-seq],CDC42,0.05138,0.34581,0.13463,0.38164,0.14858,8,GRK2,RNA-seq,13
DOCK7 (85440) [CERES],CDC42,0.14462,0.34581,0.13463,1.0742,0.41821,9,DOCK7,CERES,13
DDX11 (1663) [CERES],CDCA5,-0.0937,0.23945,0.04471,-2.09573,-0.39131,2,DDX11,CERES,9
HASPIN (83903) [CERES],CDCA5,-0.04381,0.23945,0.04471,-0.97987,-0.18296,3,HASPIN,CERES,14
HASPIN (83903) [CERES],HECTD1,-0.09579,0.29538000000000003,-0.01949,4.91483,-0.32429,9,HASPIN,CERES,14
HASPIN (83903) [CN],RPAIN,0.05536,0.18707,0.10094,0.5484399999999999,0.29593,6,HASPIN,CN,14
OSBP (5007) [CERES],CDCA5,-0.10992,0.23945,0.04471,-2.45851,-0.45905,4,OSBP,CERES,9
BORA (79866) [CERES],CDCA5,0.03608,0.23945,0.04471,0.80698,0.15068,5,BORA,CERES,9
TMEM258 (746) [CERES],CDCA5,-0.20404,0.23945,0.04471,-4.56363,-0.8521200000000001,6,TMEM258,CERES,9
SKA3 (221150) [CERES],CDCA5,-0.0563,0.23945,0.04471,-1.2592299999999998,-0.23512,7,SKA3,CERES,9
SKA3 (221150) [CERES],TUBA1C,0.02661,0.36386,0.1355,0.19638,0.07313,5,SKA3,CERES,9
PROSER1 (ENSG00000120685) [RNA-seq],CDCA5,-0.02525,0.23945,0.04471,-0.56475,-0.10545,8,PROSER1,RNA-seq,9
SNRK (54861) [CERES],CDCA5,-0.00574,0.23945,0.04471,-0.12838,-0.02397,9,SNRK,CERES,9
NAA50 (80218) [CERES],CDCA5,-0.21797,0.23945,0.04471,-4.8752,-0.91029,10,NAA50,CERES,9
CDH2 (ENSG00000170558) [RNA-seq],CDH2,-0.02905,0.28439000000000003,0.11379,-0.25529,-0.10215,1,CDH2,RNA-seq,13
CDH2 (1000) [CERES],CTNNA1,0.11333,0.42774,0.05172,2.19122,0.26495,3,CDH2,CERES,13
PKN2 (5586) [CERES],CDH2,0.15334,0.28439000000000003,0.11379,1.3475700000000002,0.53919,2,PKN2,CERES,13
PKN2 (5586) [CERES],FOSL1,-0.02235,0.36156,0.14003,-0.15961,-0.061820000000000014,9,PKN2,CERES,13
PKN2 (5586) [CERES],MAP4K4,0.03935,0.40793,0.08627,0.45613,0.09646,10,PKN2,CERES,13
PKN2 (5586) [CERES],NF2,0.01506,0.44757,0.04677,0.322,0.03365,4,PKN2,CERES,13
PKN2 (5586) [CERES],RAC1,0.22313,0.58886,0.17895,1.24688,0.37892,9,PKN2,CERES,13
PKN2 (5586) [CERES],TEAD1,0.03503,0.23704,0.16594,0.2111,0.14778,2,PKN2,CERES,13
PKN2 (5586) [CERES],ZFP36L1,0.04522,0.26758000000000004,0.13283,0.34044,0.16899999999999998,1,PKN2,CERES,13
VIM (ENSG00000026025) [RNA-seq],CDH2,0.16383,0.28439000000000003,0.11379,1.43976,0.57608,3,VIM,RNA-seq,4
VIM (ENSG00000026025) [RNA-seq],FBXO11,-0.0266,0.17131,0.09626,-0.27633,-0.15527,1,VIM,RNA-seq,4
IKBIP (ENSG00000166130) [RNA-seq],CDH2,0.07824,0.28439000000000003,0.11379,0.68758,0.27512,4,IKBIP,RNA-seq,13
IKBIP (ENSG00000166130) [RNA-seq],PTK2,0.15029,0.55301,0.13875,1.08317,0.27177,10,IKBIP,RNA-seq,13
IKBIP (ENSG00000166130) [RNA-seq],RAB10,-0.07243,0.5512100000000001,0.17757,-0.4079,-0.1314,6,IKBIP,RNA-seq,13
ITGAV (3685) [CERES],CDH2,-0.07036,0.28439000000000003,0.11379,-0.61833,-0.24741,5,ITGAV,CERES,13
ITGAV (3685) [CERES],ELMO2,0.3695,0.48804,0.17507,2.11058,0.7571100000000001,6,ITGAV,CERES,13
ITGAV (3685) [CERES],FERMT2,0.36247,0.6126,0.27917,1.29838,0.5916899999999999,1,ITGAV,CERES,13
ITGAV (3685) [CERES],ITGB5,0.41714,0.43619,0.13319,3.13192,0.95633,1,ITGAV,CERES,13
ITGAV (3685) [CERES],KCTD5,0.03674,0.20339,0.00889,4.1327300000000005,0.18064,9,ITGAV,CERES,13
ITGAV (3685) [CERES],MYBL2,0.1003,0.23656,0.16699999999999998,0.6006,0.42399,2,ITGAV,CERES,13
ITGAV (3685) [CERES],PTK2,0.24713,0.55301,0.13875,1.78112,0.44688,8,ITGAV,CERES,13
ITGAV (3685) [CERES],RAC1,0.24207,0.58886,0.17895,1.35272,0.41108,4,ITGAV,CERES,13
ITGAV (3685) [CERES],WWTR1,0.00921,0.30092,0.15825,0.0582,0.03061,4,ITGAV,CERES,13
TMEM14B (ENSG00000137210) [RNA-seq],CDH2,-0.27167,0.28439000000000003,0.11379,-2.38747,-0.95527,6,TMEM14B,RNA-seq,13
SYDE1 (ENSG00000105137) [RNA-seq],CDH2,0.19839,0.28439000000000003,0.11379,1.74347,0.6976,8,SYDE1,RNA-seq,13
SYDE1 (ENSG00000105137) [RNA-seq],ELMO2,0.2383,0.48804,0.17507,1.36117,0.48828,5,SYDE1,RNA-seq,13
FERMT2 (10979) [CERES],CDH2,0.04166,0.28439000000000003,0.11379,0.36611,0.14649,9,FERMT2,CERES,13
FERMT2 (10979) [CERES],ELMO2,0.38023,0.48804,0.17507,2.17187,0.7791,2,FERMT2,CERES,13
FERMT2 (ENSG00000073712) [RNA-seq],FXN,-0.00823,0.27868000000000004,0.04587,-0.17942,-0.02953,8,FERMT2,RNA-seq,13
FERMT2 (10979) [CERES],ITGAV,0.47199,0.71332,0.23696,1.99186,0.66168,3,FERMT2,CERES,13
FERMT2 (10979) [CERES],ITGB5,0.13888,0.43619,0.13319,1.04272,0.31839,7,FERMT2,CERES,13
FERMT2 (ENSG00000073712) [RNA-seq],PMM2,0.03829,0.28969,0.11725,0.32657,0.13218,6,FERMT2,RNA-seq,13
FERMT2 (10979) [CERES],PTK2,0.37512,0.55301,0.13875,2.70357,0.67832,2,FERMT2,CERES,13
FERMT2 (10979) [CERES],RIC8A,0.2887,0.57592,0.0565,5.10973,0.5012800000000001,9,FERMT2,CERES,13
ADAT2 (134637) [CERES],CDIPT,0.14839000000000002,0.35645,0.02568,5.77843,0.4163,4,ADAT2,CERES,6
ADAT2 (134637) [CERES],DHRSX,-0.13376,0.17342,0.02831,-4.72483,-0.77131,4,ADAT2,CERES,6
ADAT2 (134637) [CERES],FDXR,-0.06733,0.34665,0.060029999999999986,-1.12161,-0.19423,1,ADAT2,CERES,6
ADAT2 (134637) [CERES],HSPA14,-0.0198,0.28954,0.05558,-0.35624,-0.06838,10,ADAT2,CERES,6
ADAT2 (134637) [CERES],METTL1,0.11847,0.46125,0.03425,3.4589800000000004,0.25685,4,ADAT2,CERES,6
ADAT2 (134637) [CERES],PGK1,0.05619,0.42315,0.10253,0.54803,0.13279000000000002,7,ADAT2,CERES,6
ADAT2 (134637) [CERES],PTPMT1,-0.02193,0.29125,0.08397,-0.26116,-0.0753,6,ADAT2,CERES,6
ADAT2 (134637) [CERES],TEN1,0.018330000000000003,0.44798,0.10517,0.17429,0.04092,3,ADAT2,CERES,6
ADAT2 (134637) [CERES],TOE1,0.02126,0.20871,0.08649,0.24581,0.10186,2,ADAT2,CERES,6
MRE11 (4361) [CERES],CDIPT,0.04874,0.35645,0.02568,1.89798,0.13674,5,MRE11,CERES,6
CCDC174 (51244) [CERES],CDIPT,-0.01368,0.35645,0.02568,-0.53271,-0.03838,6,CCDC174,CERES,6
ZNF580 (51157) [CERES],CDK13,-0.2245,0.16314,0.05193,-4.32313,-1.37612,1,ZNF580,CERES,20
SCAF8 (22828) [CERES],CDK13,0.0241,0.16314,0.05193,0.46409,0.14773,2,SCAF8,CERES,20
TTC14 (151613) [CERES],CDK13,0.06984,0.16314,0.05193,1.34489,0.4281,3,TTC14,CERES,20
C2orf66 (ENSG00000187944) [RNA-seq],CDK13,-0.00761,0.16314,0.05193,-0.14654,-0.04665,4,C2orf66,RNA-seq,20
KIFC3 (3801) [CERES],CDK13,-0.027000000000000003,0.16314,0.05193,-0.51993,-0.1655,5,KIFC3,CERES,20
KIFC3 (ENSG00000140859) [RNA-seq],NCAPG2,-0.07748,0.6541600000000001,0.06042,-1.28236,-0.11844,5,KIFC3,RNA-seq,20
GNS (2799) [CERES],CDK13,-0.17749,0.16314,0.05193,-3.41787,-1.08796,6,GNS,CERES,20
FBXL2 (ENSG00000153558) [RNA-seq],CDK13,0.05036,0.16314,0.05193,0.96977,0.30869,7,FBXL2,RNA-seq,20
MUT (4594) [CERES],CDK13,-0.15054,0.16314,0.05193,-2.8989,-0.92277,8,MUT,CERES,20
NCBP1 (4686) [CERES],CDK13,-0.0020800000000000003,0.16314,0.05193,-0.04005,-0.01275,9,NCBP1,CERES,20
WDR62 (284403) [CERES],CDK13,-0.02067,0.16314,0.05193,-0.39804,-0.1267,10,WDR62,CERES,20
RBL2 (5934) [CERES],CDK2,-0.14018,0.3821,0.08916,-1.57223,-0.36687,6,RBL2,CERES,19
CCNE2 (9134) [CERES],CDK2,0.04776,0.3821,0.08916,0.53567,0.12499,7,CCNE2,CERES,19
MXRA8 (ENSG00000162576) [RNA-seq],CDK2,0.05124,0.3821,0.08916,0.5747,0.1341,8,MXRA8,RNA-seq,19
TFDP1 (7027) [CERES],CDK2,-0.03681,0.3821,0.08916,-0.41285,-0.09634,9,TFDP1,CERES,19
TFDP1 (7027) [CERES],DYNLL1,-0.17805,0.396,0.06472,-2.75108,-0.44962,10,TFDP1,CERES,19
TFDP1 (7027) [CERES],E2F3,-0.07187,0.32754,0.08355,-0.8602,-0.21942,2,TFDP1,CERES,19
ZBTB8B (ENSG00000273274) [RNA-seq],CDK2,-0.03898,0.3821,0.08916,-0.43719,-0.10202,10,ZBTB8B,RNA-seq,19
AC002454.1 (ENSG00000237819) [RNA-seq],CDK4,-0.33556,0.24745,0.06836,-4.90872,-1.35607,4,AC002454.1,RNA-seq,19
AMBRA1 (55626) [CERES],CDK4,-0.11967,0.24745,0.06836,-1.75059,-0.48361,5,AMBRA1,CERES,17
AMBRA1 (55626) [CERES],DYRK1A,-0.00926,0.25877,0.05492,-0.16860999999999998,-0.03578,2,AMBRA1,CERES,17
RB1 (5925) [CERES],CDK4,-0.17904,0.24745,0.06836,-2.61908,-0.72354,6,RB1,CERES,19
RB1 (ENSG00000139687) [RNA-seq],SKP2,0.11424,0.42242,0.01415,8.0735,0.27044,9,RB1,RNA-seq,19
LINC01351 (ENSG00000237457) [RNA-seq],CDK4,-0.13338,0.24745,0.06836,-1.95114,-0.5390199999999999,7,LINC01351,RNA-seq,19
ASB9 (ENSG00000102048) [RNA-seq],CDK4,-0.13346,0.24745,0.06836,-1.95231,-0.5393399999999999,8,ASB9,RNA-seq,23
ASB9 (ENSG00000102048) [RNA-seq],DET1,0.0922,0.5847899999999999,0.04663,1.97727,0.15766,8,ASB9,RNA-seq,23
SOX7 (ENSG00000171056) [RNA-seq],CDK4,-0.18355,0.24745,0.06836,-2.68505,-0.7417699999999999,9,SOX7,RNA-seq,19
SOX7 (ENSG00000171056) [RNA-seq],DHRSX,-0.01237,0.17342,0.02831,-0.43695,-0.07132999999999999,10,SOX7,RNA-seq,19
CCDC82 (ENSG00000149231) [RNA-seq],CDK4,0.01305,0.24745,0.06836,0.1909,0.05274,10,CCDC82,RNA-seq,19
CCDC82 (ENSG00000149231) [RNA-seq],KMT2D,-0.08865,0.34327,0.03536,-2.50707,-0.25825,7,CCDC82,RNA-seq,19
ARHGEF26 (ENSG00000114790) [RNA-seq],CDK6,-0.06392,0.26786,0.15758,-0.40564,-0.23863,2,ARHGEF26,RNA-seq,19
SMC1A (8243) [CERES],CDK6,-0.01947,0.26786,0.15758,-0.12356,-0.07269,3,SMC1A,CERES,19
NXPH3 (ENSG00000182575) [RNA-seq],CDK6,-0.2266,0.26786,0.15758,-1.4380000000000002,-0.84596,4,NXPH3,RNA-seq,19
TEAD2 (ENSG00000074219) [RNA-seq],CDK6,0.08699,0.26786,0.15758,0.55204,0.32476,8,TEAD2,RNA-seq,19
TOM1L1 (ENSG00000141198) [RNA-seq],CDK6,0.04058,0.26786,0.15758,0.25752,0.1515,9,TOM1L1,RNA-seq,19
ZMYND8 (23613) [CERES],CDK6,-0.10257,0.26786,0.15758,-0.65091,-0.38292,10,ZMYND8,CERES,30
ZMYND8 (23613) [CERES],MAU2,-0.01746,0.49897,0.0048,-3.6375,-0.03499,8,ZMYND8,CERES,30
ZMYND8 (23613) [CERES],MED16,-0.02422,0.58073,0.10343,-0.23417,-0.04171,8,ZMYND8,CERES,30
ZMYND8 (23613) [CERES],MED23,0.14406,0.4521,0.10244,1.40629,0.31865,4,ZMYND8,CERES,30
ZMYND8 (23613) [CERES],PHF12,-0.04559,0.63093,0.05884,-0.77481,-0.07226,6,ZMYND8,CERES,30
DPY19L2P2 (ENSG00000170629) [RNA-seq],CDK8,-0.05672000000000001,0.21263,0.04204,-1.34919,-0.26675,1,DPY19L2P2,RNA-seq,32
CCNC (892) [CERES],CDK8,0.09363,0.21263,0.04204,2.22716,0.44034,2,CCNC,CERES,30
FUT3 (ENSG00000171124) [RNA-seq],CDK8,-0.0687,0.21263,0.04204,-1.63416,-0.3231,3,FUT3,RNA-seq,32
STK16 (ENSG00000115661) [RNA-seq],CDK8,-0.17982,0.21263,0.04204,-4.27735,-0.8456899999999999,4,STK16,RNA-seq,32
MTPN (ENSG00000105887) [RNA-seq],CDK8,-0.00763,0.21263,0.04204,-0.18149,-0.03588,5,MTPN,RNA-seq,32
WDR61 (ENSG00000140395) [RNA-seq],CDK8,-0.07082999999999999,0.21263,0.04204,-1.68482,-0.33311,6,WDR61,RNA-seq,32
WDR61 (80349) [CERES],INTS12,-0.07479,0.16239,0.09272,-0.80662,-0.46056,4,WDR61,CERES,32
WDR61 (ENSG00000140395) [RNA-seq],SOX10,-0.03721,0.6492399999999999,0.31246,-0.11909000000000003,-0.05731,7,WDR61,RNA-seq,32
CXorf49 (ENSG00000215115) [RNA-seq],CDK8,0.02833,0.21263,0.04204,0.67388,0.13324,7,CXorf49,RNA-seq,32
SPRY4 (ENSG00000187678) [RNA-seq],CDK8,-0.15157,0.21263,0.04204,-3.60538,-0.71283,9,SPRY4,RNA-seq,32
SH2D3A (ENSG00000125731) [RNA-seq],CDK8,-0.13638,0.21263,0.04204,-3.24405,-0.6414,10,SH2D3A,RNA-seq,32
SH2D3A (ENSG00000125731) [RNA-seq],DCLRE1B,0.01125,0.19962,0.13444,0.08367999999999999,0.05636,5,SH2D3A,RNA-seq,32
RPS27L (ENSG00000185088) [RNA-seq],CDKN1A,0.06863,0.57691,0.12312,0.55742,0.11896,4,RPS27L,RNA-seq,20
RPS27L (ENSG00000185088) [RNA-seq],MDM2,0.14692,0.7613300000000001,0.19468,0.75467,0.19298,8,RPS27L,RNA-seq,20
RPS27L (ENSG00000185088) [RNA-seq],NCAPG2,0.10898,0.6541600000000001,0.06042,1.80371,0.1666,6,RPS27L,RNA-seq,20
RPS27L (ENSG00000185088) [RNA-seq],TERF1,0.04219,0.27816,0.11196,0.37683,0.15168,3,RPS27L,RNA-seq,20
RPS27L (ENSG00000185088) [RNA-seq],TP53BP1,0.01827,0.5815100000000001,0.03357,0.54424,0.03142,7,RPS27L,RNA-seq,20
RPS27L (ENSG00000185088) [RNA-seq],USP7,0.0053,0.3661,0.05498,0.0964,0.014480000000000003,9,RPS27L,RNA-seq,20
PPM1G (5496) [CERES],CDKN1A,0.16723,0.57691,0.12312,1.35827,0.28987,5,PPM1G,CERES,20
USP38 (84640) [CERES],CDKN1A,0.18274,0.57691,0.12312,1.48424,0.31676,6,USP38,CERES,20
USP38 (84640) [CERES],NCAPG2,-0.09681,0.6541600000000001,0.06042,-1.60228,-0.14799,9,USP38,CERES,20
CDKN1A (ENSG00000124762) [RNA-seq],CDKN1A,0.43595,0.57691,0.12312,3.54085,0.75566,7,CDKN1A,RNA-seq,20
CDKN1A (1026) [CERES],DCLRE1B,-0.04609,0.19962,0.13444,-0.34283,-0.23089,7,CDKN1A,CERES,20
CDKN1A (ENSG00000124762) [RNA-seq],KNTC1,-0.21321,0.23758,0.00584,-36.50856,-0.8974200000000001,9,CDKN1A,RNA-seq,20
CDKN1A (ENSG00000124762) [RNA-seq],MAD2L2,-0.05119,0.37316,0.02739,-1.86893,-0.13718,8,CDKN1A,RNA-seq,20
CDKN1A (ENSG00000124762) [RNA-seq],MDM2,0.20649,0.7613300000000001,0.19468,1.06066,0.27122,10,CDKN1A,RNA-seq,20
CDKN1A (ENSG00000124762) [RNA-seq],PPM1D,0.17599,0.63016,0.20219,0.8704200000000001,0.27928000000000003,7,CDKN1A,RNA-seq,20
CDKN1A (1026) [CERES],TP53,0.49702,0.70514,0.09699,5.12445,0.70485,1,CDKN1A,CERES,20
CDKN1A (1026) [CERES],TP53BP1,0.41233,0.5815100000000001,0.03357,12.28269,0.70907,5,CDKN1A,CERES,20
CDKN1A (1026) [CERES],USP7,0.05222,0.3661,0.05498,0.9498,0.14264000000000002,7,CDKN1A,CERES,20
TP53BP1 (7158) [CERES],CDKN1A,0.5096,0.57691,0.12312,4.13905,0.88333,8,TP53BP1,CERES,20
TP53BP1 (7158) [CERES],KIF18B,0.22288,0.51398,0.02831,7.872839999999999,0.43364,6,TP53BP1,CERES,20
TP53BP1 (7158) [CERES],MDM2,0.37756,0.7613300000000001,0.19468,1.93939,0.49592,5,TP53BP1,CERES,20
TP53BP1 (7158) [CERES],PPM1D,0.33477,0.63016,0.20219,1.65572,0.53125,6,TP53BP1,CERES,20
TP53BP1 (7158) [CERES],TP53,0.56688,0.70514,0.09699,5.84473,0.80393,5,TP53BP1,CERES,20
TP53BP1 (7158) [CERES],USP7,0.23243000000000005,0.3661,0.05498,4.22754,0.63488,6,TP53BP1,CERES,20
CR381653.2 (ENSG00000279208) [RNA-seq],CDKN1A,0.04797,0.57691,0.12312,0.38962,0.08315,10,CR381653.2,RNA-seq,20
SPINT1 (ENSG00000166145) [RNA-seq],CDS2,0.19852,0.24842,0.24341,0.81558,0.79913,1,SPINT1,RNA-seq,28
OVOL1 (ENSG00000172818) [RNA-seq],CDS2,0.14027,0.24842,0.24341,0.57627,0.56465,2,OVOL1,RNA-seq,28
CLDN7 (ENSG00000181885) [RNA-seq],CDS2,0.10471,0.24842,0.24341,0.43018,0.4215,3,CLDN7,RNA-seq,28
CLDN7 (ENSG00000181885) [RNA-seq],VPS4B,-0.08233,0.2794,0.12582000000000002,-0.65435,-0.29467,4,CLDN7,RNA-seq,28
IRF6 (ENSG00000117595) [RNA-seq],CDS2,0.06661,0.24842,0.24341,0.27365,0.26813000000000003,4,IRF6,RNA-seq,28
TMC4 (ENSG00000167608) [RNA-seq],CDS2,0.20484,0.24842,0.24341,0.84154,0.82457,5,TMC4,RNA-seq,28
C1orf210 (ENSG00000253313) [RNA-seq],CDS2,0.26715,0.24842,0.24341,1.09753,1.0754,6,C1orf210,RNA-seq,28
IQANK1 (ENSG00000203499) [RNA-seq],CDS2,0.02062,0.24842,0.24341,0.08471000000000001,0.083,7,IQANK1,RNA-seq,28
IQANK1 (ENSG00000203499) [RNA-seq],ITGB1,-0.08757999999999999,0.12783,0.14865,-0.58917,-0.68513,8,IQANK1,RNA-seq,28
IQANK1 (ENSG00000203499) [RNA-seq],KLF5,0.18112,0.37991,0.22355,0.8102,0.47674,7,IQANK1,RNA-seq,28
IQANK1 (ENSG00000203499) [RNA-seq],STX4,0.0562,0.64798,0.27466,0.20462,0.08673,8,IQANK1,RNA-seq,28
CDH1 (ENSG00000039068) [RNA-seq],CDS2,0.07852,0.24842,0.24341,0.32258000000000003,0.31608,8,CDH1,RNA-seq,13
CDH1 (999) [CERES],CTNNA1,0.18091,0.42774,0.05172,3.49787,0.42294,6,CDH1,CERES,13
CDH1 (ENSG00000039068) [RNA-seq],EGFR,0.07611,0.20193,0.28248,0.26944,0.37691,3,CDH1,RNA-seq,13
CDH1 (ENSG00000039068) [RNA-seq],STXBP3,0.00169,0.50725,0.17105,0.00988,0.00333,10,CDH1,RNA-seq,13
AL049555.1 (ENSG00000261116) [RNA-seq],CDS2,0.16857,0.24842,0.24341,0.6925399999999999,0.67857,9,AL049555.1,RNA-seq,28
AP003498.2 (ENSG00000285933) [RNA-seq],CDS2,0.016880000000000003,0.24842,0.24341,0.06935,0.06795,10,AP003498.2,RNA-seq,28
SNX21 (ENSG00000124104) [RNA-seq],CFL1,-0.0541,0.35585,0.1615,-0.33498,-0.15203,1,SNX21,RNA-seq,11
NDUFAF5 (ENSG00000101247) [RNA-seq],CFL1,-0.04959,0.35585,0.1615,-0.30706,-0.13935999999999998,2,NDUFAF5,RNA-seq,11
SDC3 (ENSG00000162512) [RNA-seq],CFL1,0.00901,0.35585,0.1615,0.05579,0.02532,3,SDC3,RNA-seq,11
WDR1 (9948) [CERES],CFL1,0.11689,0.35585,0.1615,0.72378,0.32848,4,WDR1,CERES,11
WDR1 (9948) [CERES],WRB,-0.11655,0.57758,0.05168,-2.25522,-0.20179,8,WDR1,CERES,11
WAS (ENSG00000015285) [RNA-seq],CFL1,0.12735,0.35585,0.1615,0.78854,0.35788000000000003,5,WAS,RNA-seq,11
TRIM3 (ENSG00000110171) [RNA-seq],CFL1,-0.0308,0.35585,0.1615,-0.19071,-0.08655,6,TRIM3,RNA-seq,30
TRIM3 (ENSG00000110171) [RNA-seq],SP1,-0.01584,0.16143,0.054070000000000014,-0.29295,-0.09812,4,TRIM3,RNA-seq,30
TRIM3 (ENSG00000110171) [RNA-seq],STAG2,-0.22913000000000006,0.31471,-0.0086,26.64302,-0.72807,5,TRIM3,RNA-seq,30
DOCK1 (ENSG00000150760) [RNA-seq],CFL1,0.05022,0.35585,0.1615,0.31096,0.14113,9,DOCK1,RNA-seq,11
DSTN (ENSG00000125868) [RNA-seq],CFL1,0.11678,0.35585,0.1615,0.7231,0.32817,10,DSTN,RNA-seq,11
CASP8 (ENSG00000064012) [RNA-seq],CFLAR,0.16152,0.30287,0.12522,1.28989,0.5333,1,CASP8,RNA-seq,33
CASP8 (ENSG00000064012) [RNA-seq],FADD,0.01542,0.27214,0.08612,0.17905,0.05666,2,CASP8,RNA-seq,33
NCOA5 (57727) [CERES],CFLAR,0.05459,0.30287,0.12522,0.43595,0.18024,2,NCOA5,CERES,33
NCOA5 (57727) [CERES],CHMP5,-0.11453,0.26681,0.0814,-1.4069999999999998,-0.42926,7,NCOA5,CERES,33
CFLAR (ENSG00000003402) [RNA-seq],CFLAR,-0.12741,0.30287,0.12522,-1.01749,-0.42068,3,CFLAR,RNA-seq,33
CFLAR (8837) [CERES],CHMP5,0.10794,0.26681,0.0814,1.32604,0.40456,8,CFLAR,CERES,33
CFLAR (8837) [CERES],CNOT1,-0.04275,0.46892,0.00965,-4.43005,-0.09117,10,CFLAR,CERES,33
CFLAR (8837) [CERES],FADD,-0.23663,0.27214,0.08612,-2.74768,-0.8695200000000001,1,CFLAR,CERES,33
CFLAR (8837) [CERES],MAP3K7,-0.19181,0.37545,0.00217,-88.39171,-0.51088,6,CFLAR,CERES,33
CFLAR (8837) [CERES],TRAF2,-0.07386000000000001,0.53703,0.0409,-1.80587,-0.13753,6,CFLAR,CERES,33
MAP3K7 (6885) [CERES],CFLAR,-0.06548999999999999,0.30287,0.12522,-0.523,-0.21623,5,MAP3K7,CERES,33
MAP3K7 (6885) [CERES],TRAF2,0.20983,0.53703,0.0409,5.130319999999998,0.39072,7,MAP3K7,CERES,33
SQOR (ENSG00000137767) [RNA-seq],CFLAR,-0.00896,0.30287,0.12522,-0.07155,-0.02958,6,SQOR,RNA-seq,33
IKBKB (3551) [CERES],CFLAR,-0.13024000000000002,0.30287,0.12522,-1.04009,-0.43002,7,IKBKB,CERES,33
RNF150 (ENSG00000170153) [RNA-seq],CFLAR,-0.00178,0.30287,0.12522,-0.01421,-0.00588,8,RNF150,RNA-seq,33
STON1 (ENSG00000243244) [RNA-seq],CFLAR,-0.04732,0.30287,0.12522,-0.37789,-0.15624000000000002,9,STON1,RNA-seq,33
IRAK2 (ENSG00000134070) [RNA-seq],CFLAR,-0.04777,0.30287,0.12522,-0.38149,-0.15772,10,IRAK2,RNA-seq,33
UBL5 (59286) [CERES],CHEK1,-0.09775,0.38289,0.14785,-0.66114,-0.2553,2,UBL5,CERES,15
SNRPB (6628) [CERES],CHEK1,0.23505,0.38289,0.14785,1.58979,0.61388,3,SNRPB,CERES,15
SNRPB (6628) [CERES],EEF2,-0.01251,0.20619,0.039810000000000005,-0.31424,-0.06067,5,SNRPB,CERES,15
SNRPB (6628) [CERES],MASTL,-0.1006,0.14573,0.12143,-0.8284600000000001,-0.6903199999999999,10,SNRPB,CERES,15
SNRPB (6628) [CERES],RAN,0.05314,0.57885,0.15425,0.34451,0.0918,9,SNRPB,CERES,15
SNRPB (6628) [CERES],RPL12,-0.07661,0.27013000000000004,0.10473,-0.7315,-0.2836,3,SNRPB,CERES,15
SNRPB (6628) [CERES],SFPQ,0.1129,0.28786,0.04096,2.75635,0.3922,6,SNRPB,CERES,15
SNRPB (6628) [CERES],SYS1,-0.30202,0.57892,0.062070000000000014,-4.8658,-0.5217,7,SNRPB,CERES,15
PRPF38A (84950) [CERES],CHEK1,0.08741,0.38289,0.14785,0.59121,0.22829,4,PRPF38A,CERES,15
PRPF38A (84950) [CERES],RPL17,0.02537,0.41603,0.08312,0.30522,0.060979999999999986,6,PRPF38A,CERES,15
RPL37 (6167) [CERES],CHEK1,0.13413,0.38289,0.14785,0.9072,0.35031,6,RPL37,CERES,15
RPL37 (6167) [CERES],EEF2,0.0184,0.20619,0.039810000000000005,0.4622,0.08924,2,RPL37,CERES,15
RPL37 (ENSG00000145592) [RNA-seq],FAF2,-0.05254,0.15575999999999998,0.04809,-1.09253,-0.33731,10,RPL37,RNA-seq,15
RPL37 (6167) [CERES],HSPA5,0.34395,0.36158,0.18086,1.90175,0.95124,5,RPL37,CERES,15
RPL37 (6167) [CERES],HSPE1,0.24721,0.27905,0.06256,3.95157,0.8859,5,RPL37,CERES,15
RPL37 (6167) [CERES],MASTL,0.055679999999999986,0.14573,0.12143,0.45854,0.38208,5,RPL37,CERES,15
RPL37 (6167) [CERES],POLR2J,0.1215,0.22235,0.11279000000000003,1.07722,0.5464399999999999,9,RPL37,CERES,15
RPL37 (6167) [CERES],POLR2L,0.17194,0.31843,0.06602000000000001,2.60436,0.53996,2,RPL37,CERES,15
RPL37 (6167) [CERES],RAN,0.34965,0.57885,0.15425,2.26677,0.6040399999999999,1,RPL37,CERES,15
RPL37 (6167) [CERES],RNPC3,-0.19091,0.17483,0.05872,-3.25119,-1.09198,1,RPL37,CERES,15
